RefsPieces,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
V5332306520000_NH4E,'TOD1-H00-901', 'FCA1-980-000', 'ACW1-A00-004', '2CC1-F00-004', 'FCA1-370-000', 'FCA1-340-000', 'FCA1-A90-001', 'ACW1-B10-001', '2CC1-B00-009', '2CO1-A00-002', 'FCA1-650-000', '2CC1-800-001',,,,,,,,,,,,,,,,
V5311197620000_NH4E,'TOD1-H00-901', '2CC1-D00-012', 'FAL1-C00-001', 'FCA1-850-012', 'FCA1-330-000', '2CC1-B00-012', 'FCA1-780-000', 'ACW1-800-004', '2CH1-600-005', '2CC1-D00-009', '2CC1-B00-054', '2CC1-E00-014',,,,,,,,,,,,,,,,
V5391242720000_NH4E,'TOD1-H00-901', '3PQ1-J00-001', '2CC1-D00-007', 'FCA1-820-001', 'FCA1-330-003', '2CH1-600-001', '2CC1-B00-005',,,,,,,,,,,,,,,,,,,,,
D53112803200-20100_NH4E,'2CC1-E00-002', '2CC1-D00-004', 'FCA1-320-000', '2CC1-B00-005',,,,,,,,,,,,,,,,,,,,,,,,
G0534471010210_NH4E,'TOD1-H00-901', 'FCA1-850-012', 'FAL1-C00-001', '2CC1-D00-003', '2CC1-B00-005', '2CC1-400-030', 'FCA1-250-001', 'FCA1-330-000', '2CC1-E00-009',,,,,,,,,,,,,,,,,,,
V5311634120000_NH4E,'TOD1-H00-901', 'FCA1-580-000', 'ACW1-600-002', '2CC1-B00-009', '2CC1-800-049', '2CC1-E00-014', '2CC1-D00-009', '2CC1-B00-010', '2CC1-400-030', '2CC1-E00-008', 'AEX1-025-001', 'AEX1-K00-001', 'FCA1-410-001', 'FAP1-800-019', '2CH1-D00-001',,,,,,,,,,,,,
F5311466620000_NH4E,'TOD1-H00-901', '2CC1-D00-001', '2CC1-B00-006', 'FCA1-330-004', '2CC1-B00-005', '2CC1-800-012', '2CC1-800-001',,,,,,,,,,,,,,,,,,,,,
V5312764720000_NH4E,'TOD1-H00-009', '2CC1-E00-014', 'FCA1-330-003', '2CC1-D00-004', 'FCA1-410-001', '2CC1-E00-009',,,,,,,,,,,,,,,,,,,,,,
V5391038220000_NH4E,'2CC1-D00-012', 'FCA1-250-100', 'FCA1-500-002', '2CC1-600-001', 'FCA1-520-000', '2CC1-800-003',,,,,,,,,,,,,,,,,,,,,,
V53112622200-20101_NH4E,'TOD1-H00-901', '2CC1-A00-004', 'FCA1-780-000', 'ACW1-800-004', 'FCA1-650-000', '2CO1-D00-009', '2CC1-800-001', '2CC1-B00-001', 'FCA1-330-000', '2CC1-E00-001', '2CC1-800-007',,,,,,,,,,,,,,,,,
V9242133020000_NH4E,'TOD1-H00-901', 'FCA1-650-007', 'FCA1-980-000', '2CC1-D00-004', '2CC1-B00-008', '2CC1-B00-009', 'FCA1-250-001', 'FCA1-720-000', 'ACW1-A00-004',,,,,,,,,,,,,,,,,,,
G0535014010502_NH4E,'TOD1-H00-901', '2CC1-E00-007', '2CC1-B00-001', 'FCA1-650-000', 'FAL1-C00-001', '2CC1-E00-014', '2CC1-B00-003', 'FCA1-250-001', '2CC1-800-001',,,,,,,,,,,,,,,,,,,
F5311804220040_NH4E,'TOD1-H00-901', '2CC1-B00-001', '2CC1-B00-506', 'FCA1-650-000', 'FCA1-B80-000', 'AHS1-C00-002', '2CC1-B00-006', '2CC1-D00-004', '2CC1-B00-008', '2CC1-400-047', '2CC1-B00-005', 'FCA1-320-000', 'FCA1-410-000', '2CC1-800-003',,,,,,,,,,,,,,
D53113833200-20101_NH4E,'TOD1-H00-901', '2CC1-D00-001', '2CC1-D00-004', '2CC1-B00-005', 'FCA1-320-000', 'FCA1-410-000',,,,,,,,,,,,,,,,,,,,,,
G05347013103_NH4E,'TOD1-H00-009', 'FCA1-250-001', 'FCA1-720-000', 'FCA1-330-000', '2CC1-D00-003', '2CC1-B00-007', '2CC1-B00-005',,,,,,,,,,,,,,,,,,,,,
D53111154200-20102_NH4E,'TOD1-H00-901', 'FCA1-850-012', 'FCA1-D80-000', 'AEX1-E00-001', '2CO1-D00-009', '2CC1-400-031', 'FCA1-320-000', '2CC1-D00-004', '2CC1-D00-001', '2CC1-E00-004', '2CC1-B00-009',,,,,,,,,,,,,,,,,
E5323606620000_NH4E,'TOD1-H00-901', 'FCA1-650-000', 'FAL1-C00-001', '2CC1-E00-014', '2CC1-D00-008', 'FCA1-320-000', '2CC1-B00-009',,,,,,,,,,,,,,,,,,,,,
V5311211420000VERS01-20100_NH4E,'TOD1-H00-901', '2CC1-D00-008', '2CC1-B00-012', 'FCA1-330-003', 'FAL1-C00-001', 'FCA1-850-012', '2CC1-E00-014', '2CC1-F00-002', 'FCA1-250-100', 'FCA1-400-003', '2CC1-B00-009',,,,,,,,,,,,,,,,,
